,Name,Age,Nationality,Preferred Foot,Height,Weight,Position,Overall
16188,Cao Yongjing,21,China PR,Right,180.34,73.028458419138,RM,58
16189,L. Kouagba,24,France,Right,182.88,81.19313078897952,CB,58
16190,T. Abraham,17,England,Right,185.42000000000002,77.11079460405875,ST,58
16191,Pablo Cacharrón,21,Spain,Right,182.88,76.20360878518747,GK,58
16192,J. Rodríguez,25,Mexico,Right,185.42000000000002,79.83235206067259,GK,58
16193,J. Doherty,22,Northern Ireland,Left,177.8,69.85330805308853,LB,58
16194,T. Maya,21,Colombia,Left,175.26,71.21408678139544,LB,58
16195,Du Changjie,20,China PR,Right,177.8,79.83235206067259,ST,58
16196,J. Christensen,17,Denmark,Right,180.34,68.94612223421724,CM,58
16197,J. Anthony,18,England,Left,175.26,62.14222859268264,ST,58
16198,J. Boote,18,England,Right,175.26,63.049414411553926,CM,58
16199,T. Odusina,18,England,Right,185.42000000000002,73.93564423800927,CB,58
16200,M. Pattier,22,France,Right,182.88,74.84283005688056,GK,58
16201,J. Cobián,19,Mexico,Left,175.26,69.85330805308853,LM,58
16202,Gao Huaze,20,China PR,Right,177.8,68.03893641534596,LM,58
16203,D. Sugioka,19,Japan,Left,182.88,74.84283005688056,LWB,58
16204,C. Månsson,37,Sweden,Right,187.96,87.99702443051412,GK,58
16205,D. Villa,20,Mexico,Left,170.18,69.85330805308853,LM,58
16206,R. Coughlan,21,Republic of Ireland,Right,177.8,74.84283005688056,ST,58
16207,A. Álvarez,19,Colombia,Right,175.26,69.85330805308853,LB,58
16208,A. Estupiñán,23,Colombia,Right,175.26,72.12127260026672,CM,58
16209,T. Al Kaabi,26,Saudi Arabia,Right,165.1,62.14222859268264,CDM,58
16210,H. Rodgers,21,England,Right,187.96,78.92516624180132,RB,58
16211,S. Shome,20,Canada,Right,177.8,68.94612223421724,CM,58
16212,T. Matsumoto,19,Japan,Right,177.8,66.2245647776034,CM,58
16213,M. İnan,18,Turkey,Right,182.88,73.028458419138,CM,58
16214,A. Little,21,England,Right,172.72,63.049414411553926,CM,58
16215,J. Brinch,23,Denmark,Right,182.88,67.13175059647469,RB,58
16216,J. Osei-Tutu,19,England,Right,177.8,72.12127260026672,RB,58
16217,Y. Emghames,20,Germany,Left,175.26,68.94612223421724,RM,58
16218,A. Björnström,22,Sweden,Right,175.26,64.86378604929648,LB,58
16219,M. Donohue,20,England,Right,177.8,58.059892407761886,RM,58
16220,M. Al Mufarrij,21,Saudi Arabia,Left,180.34,67.13175059647469,CB,58
16221,D. Cornell,27,Wales,Right,187.96,78.92516624180132,GK,58
16222,T. Baller,19,Germany,Right,175.26,67.13175059647469,CAM,58
16223,Park Kwang Il,27,Korea Republic,Right,175.26,68.03893641534596,RM,58
16224,Javi López,17,Spain,Right,175.26,69.85330805308853,CM,58
16225,M. Heča,27,Czech Republic,Right,185.42000000000002,82.1003166078508,GK,58
16226,Y. Al Bakr,20,Saudi Arabia,Right,170.18,62.14222859268264,RB,58
16227,A. Sebald,21,Germany,Right,187.96,79.83235206067259,GK,58
16228,A. Gomez Mancini,17,France,Left,180.34,69.85330805308853,CAM,58
16229,S. Santoro,18,Italy,Right,180.34,73.93564423800927,CM,58
16230,A. Ba,20,France,Right,175.26,79.83235206067259,ST,58
16231,Gui Hong,23,China PR,Right,185.42000000000002,83.00750242672207,ST,58
16232,R. Lowry,24,Australia,Left,180.34,69.85330805308853,CB,58
16233,R. Tugarev,19,Russia,Right,170.18,63.049414411553926,LM,58
16234,F. Ourega,25,France,Right,175.26,73.93564423800927,RW,58
16235,M. Salaba,18,Austria,Right,187.96,77.11079460405875,GK,58
16236,F. Maddaloni,23,France,Right,193.04,87.99702443051412,GK,58
16237,A. Barnes,21,England,Right,185.42000000000002,76.20360878518747,RB,58
16238,R. Emanuelsson,26,Sweden,Right,190.5,87.08983861164283,GK,58
16239,T. Robinson,20,England,Left,172.72,68.03893641534596,LB,58
16240,L. O'Brien,19,England,Left,172.72,63.049414411553926,LDM,58
16241,H. Evjen,18,Norway,Right,175.26,69.85330805308853,RW,58
16242,E. Aiwu,17,Austria,Right,182.88,77.11079460405875,RCB,58
16243,M. Lund,21,England,Right,185.42000000000002,74.84283005688056,RB,58
16244,E. Kaja,20,Albania,Right,177.8,78.01798042293004,CAM,58
16245,A. Curry,21,England,Left,187.96,84.82187406446464,CB,58
16246,P. Sokołowski,23,Poland,Right,180.34,73.028458419138,CDM,58
16247,A. Kaltoft,20,Denmark,Right,193.04,78.01798042293004,RCB,58
16248,E. Linthorst,18,Netherlands,Right,182.88,73.028458419138,CM,58
16249,B. Lekström,37,Sweden,Right,190.5,86.18265279277155,GK,58
16250,L. Schneider,18,Germany,Right,182.88,77.11079460405875,CB,58
16251,Han Feng,34,China PR,Right,187.96,68.94612223421724,GK,58
16252,D. Ogawa,26,Japan,Right,172.72,73.028458419138,LM,58
16253,F. Quiroz,20,Chile,Right,175.26,73.028458419138,RW,58
16254,S. Steijn,16,Netherlands,Right,172.72,60.78144986437572,CAM,58
16255,L. Ketterer,24,United States,Right,190.5,82.1003166078508,GK,58
16256,A. Nilsson,24,Sweden,Right,175.26,68.03893641534596,LB,58
16257,L. Perrin,19,France,Right,187.96,71.21408678139544,CB,58
16258,C. Coll,26,Republic of Ireland,Left,177.8,63.9566002304252,LB,58
16259,C. Camacho,23,Mexico,Right,177.8,74.84283005688056,RM,58
16260,S. Sørløkk,21,Norway,Right,187.96,73.93564423800927,CM,58
16261,N. Awassi,20,Germany,Right,193.04,83.00750242672207,CB,58
16262,R. Hirakawa,18,Japan,Right,175.26,72.12127260026672,CM,58
16263,C. Cooke,25,England,Right,185.42000000000002,76.20360878518747,ST,58
16264,P. van der Vlag,40,Netherlands,Right,185.42000000000002,76.20360878518747,GK,58
16265,R. Borges,26,India,Right,185.42000000000002,74.84283005688056,CDM,58
16266,T. Nijhuis,19,Netherlands,Right,195.58,83.00750242672207,GK,58
16267,L. Bogdan,22,Croatia,Right,195.58,76.20360878518747,CB,58
16268,L. Wildin,20,Antigua & Barbuda,Right,177.8,74.84283005688056,RB,58
16269,M. Lillebo,23,Norway,Right,182.88,73.93564423800927,ST,58
16270,R. Kim,21,Russia,Right,190.5,82.1003166078508,GK,58
16271,M. Irigoyemborde,23,France,Left,177.8,72.12127260026672,CM,58
16272,T. Ominami,20,Japan,Right,182.88,72.12127260026672,LCB,57
16273,I. Angulo,19,Colombia,Right,170.18,62.14222859268264,LS,57
16274,G. Carvajal,18,Colombia,Right,180.34,72.12127260026672,CDM,57
16275,C. Akono,18,Germany,Left,190.5,78.92516624180132,CF,57
16276,S. Pabón,22,Colombia,Right,187.96,78.92516624180132,GK,57
16277,C. Donovan,22,United States,Left,187.96,79.83235206067259,CB,57
16278,Park Jung Ho,21,Korea Republic,Right,182.88,74.84283005688056,CB,57
16279,R. Kehr,18,Germany,Left,187.96,79.83235206067259,ST,57
16280,M. Soumaré,20,France,Right,185.42000000000002,78.92516624180132,RB,57
16281,S. Pirkl,21,Austria,Left,175.26,68.94612223421724,CDM,57
16282,J. Senior,21,England,Left,172.72,63.049414411553926,LB,57
16283,S. Jiménez,20,Colombia,Right,175.26,69.85330805308853,RB,57
16284,T. Nagura,20,Japan,Right,167.64000000000001,63.049414411553926,CAM,57
16285,S. Seedorf,20,Netherlands,Right,172.72,68.03893641534596,RM,57
16286,N. Böhmer,18,Germany,Right,177.8,69.85330805308853,CB,57
16287,N. Insfrán,23,Argentina,Right,180.34,83.00750242672207,GK,57
16288,J. Barjonas,19,Scotland,Right,172.72,72.12127260026672,CM,57
16289,L. Ntumba,17,France,Left,193.04,78.01798042293004,GK,57
16290,K. O'Connell,18,England,Right,175.26,63.9566002304252,LM,57
16291,M. Bird,17,England,Left,182.88,68.03893641534596,CM,57
16292,B. Tozer,28,England,Right,185.42000000000002,81.19313078897952,CB,57
16293,M. Tokida,20,Japan,Left,187.96,81.19313078897952,CB,57
16294,V. Vanbaleghem,21,France,Right,185.42000000000002,82.1003166078508,CM,57
16295,H. Hawsawi,20,Saudi Arabia,Right,182.88,76.20360878518747,CB,57
16296,B. Bashir,20,Saudi Arabia,Right,177.8,74.84283005688056,CDM,57
16297,G. Volpe,22,Italy,Right,187.96,83.00750242672207,GK,57
16298,C. Manicone,20,Italy,Right,182.88,78.01798042293004,ST,57
16299,M. Herrera,30,Colombia,Right,180.34,73.028458419138,CB,57
16300,J. Caballero,20,Colombia,Right,180.34,72.12127260026672,RM,57
16301,Kim Min Jun,25,Korea Republic,Right,177.8,71.21408678139544,CM,57
16302,S. Seddon,20,England,Left,177.8,68.03893641534596,LB,57
16303,M. Al Mutairi,19,Saudi Arabia,Left,167.64000000000001,60.78144986437572,CAM,57
16304,M. Platt,20,England,Right,187.96,81.19313078897952,CB,57
16305,E. Botheim,18,Norway,Right,185.42000000000002,74.84283005688056,ST,57
16306,J. Quiñones,20,Colombia,Right,185.42000000000002,73.93564423800927,LCB,57
16307,Wang Guoming,28,China PR,Right,187.96,81.19313078897952,GK,57
16308,A. Kabashi,21,Sweden,Right,180.34,71.21408678139544,ST,57
16309,J. Chávez,21,Mexico,Right,167.64000000000001,68.03893641534596,RW,57
16310,C. Weale,36,England,Left,187.96,83.91468824559335,GK,57
16311,H. Abdelli,18,France,Right,187.96,83.00750242672207,CAM,57
16312,T. Golden,18,England,Right,177.8,64.86378604929648,RB,57
16313,F. Godoy,18,Argentina,Right,185.42000000000002,78.92516624180132,CB,57
16314,D. Tejeda,20,Mexico,Right,180.34,69.85330805308853,CM,57
16315,M. Jay,22,England,Right,170.18,63.9566002304252,ST,57
16316,S. Woods,19,England,Right,185.42000000000002,77.11079460405875,CB,57
16317,D. Diani,20,France,Left,193.04,77.11079460405875,CDM,57
16318,O. Atilgan,18,Germany,Right,177.8,63.9566002304252,ST,57
16319,M. Al Rubaie,20,Saudi Arabia,Right,190.5,79.83235206067259,GK,57
16320,C. Fox,19,England,Right,185.42000000000002,84.82187406446464,CB,57
16321,B. Vera,19,Colombia,Right,180.34,73.93564423800927,CB,57
16322,L. Maloney,18,Germany,Right,187.96,88.90421024938539,CDM,57
16323,J. Pask,20,England,Right,187.96,76.20360878518747,CB,57
16324,A. Errico,19,Italy,Right,177.8,69.85330805308853,CF,57
16325,T. Moschión,18,Argentina,Right,170.18,66.2245647776034,CDM,57
16326,Y. Al Shammari,20,Saudi Arabia,Right,180.34,64.86378604929648,ST,57
16327,F. Sollacaro,24,France,Right,180.34,74.84283005688056,GK,57
16328,O. Mbaizo,20,Cameroon,Right,177.8,69.85330805308853,RB,57
16329,O. Patiño,21,Colombia,Right,185.42000000000002,73.028458419138,GK,57
16330,J. Arboleda,23,Colombia,Right,185.42000000000002,73.028458419138,RM,57
16331,Wang Yaopeng,23,China PR,Right,187.96,79.83235206067259,LCB,57
16332,O. Shannon,22,England,Right,182.88,77.11079460405875,CAM,57
16333,B. Tollitt,23,England,Right,182.88,76.20360878518747,RM,57
16334,L. Kunga,19,United States,Left,172.72,68.03893641534596,LM,57
16335,E. Bird,25,United States,Right,180.34,77.11079460405875,CM,57
16336,M. Zach,18,Germany,Right,187.96,78.92516624180132,GK,57
16337,E. Masciangelo,21,Italy,Left,177.8,68.94612223421724,LB,57
16338,E. Mergen,18,Turkey,Right,177.8,59.87426404550445,ST,57
16339,Y. Soma,21,Japan,Right,165.1,66.2245647776034,CF,57
16340,N. Fiedler,20,Germany,Left,175.26,68.03893641534596,LM,57
16341,C. Kirk,20,England,Right,177.8,68.94612223421724,LM,57
16342,J. Bursztyn,20,Poland,Right,185.42000000000002,84.82187406446464,GK,57
16343,G. Poluzzi,30,Italy,Right,185.42000000000002,73.93564423800927,GK,57
16344,J. Sullivan,27,Republic of Ireland,Right,187.96,83.91468824559335,LCM,57
16345,J. Scott,17,Scotland,Right,187.96,87.08983861164283,ST,57
16346,O. Al Saleem,21,Saudi Arabia,Left,182.88,63.049414411553926,LB,57
16347,A. Wilson,18,England,Left,175.26,69.85330805308853,LM,57
16348,B. Kavanagh,17,Republic of Ireland,Left,172.72,63.049414411553926,LM,57
16349,J. Vall,25,Sweden,Left,182.88,82.1003166078508,LWB,57
16350,N. Araya,19,Chile,Right,175.26,68.94612223421724,GK,57
16351,F. Brandhof,21,Denmark,Left,182.88,69.85330805308853,CM,57
16352,K. Twardek,21,Canada,Right,185.42000000000002,78.92516624180132,LM,57
16353,O. Ottesen,19,Denmark,Right,182.88,72.12127260026672,GK,57
16354,P. O'Conor,30,Republic of Ireland,Right,185.42000000000002,79.83235206067259,RCM,57
16355,Y. Zabaleta,21,Colombia,Right,175.26,69.85330805308853,LW,57
16356,K. Stanek,18,Poland,Right,185.42000000000002,77.11079460405875,ST,57
16357,J. McKay,21,Scotland,Left,190.5,84.82187406446464,ST,57
16358,S. Dahlström,21,Finland,Right,180.34,83.00750242672207,LCM,57
16359,M. Isaza,23,Colombia,Right,182.88,74.84283005688056,ST,57
16360,J. Barrett,18,England,Right,185.42000000000002,74.84283005688056,CB,57
16361,H. Spratt,18,England,Left,177.8,74.84283005688056,LB,57
16362,J. De Smet,19,Belgium,Right,185.42000000000002,84.82187406446464,GK,57
16363,K. Sheppard,24,England,Left,190.5,79.83235206067259,ST,57
16364,M. Juárez,21,Argentina,Right,175.26,68.94612223421724,CDM,57
16365,R. Senhadji,21,France,Right,185.42000000000002,79.83235206067259,CB,57
16366,F. Navarro,18,Argentina,Right,170.18,66.2245647776034,CM,57
16367,K. Lynch,26,Republic of Ireland,Left,185.42000000000002,76.20360878518747,LWB,57
16368,M. Ranmark,22,Norway,Left,193.04,86.18265279277155,GK,57
16369,K. Flanagan,18,Republic of Ireland,Right,177.8,72.12127260026672,CAM,57
16370,H. Yalçıntekin,20,Turkey,Right,175.26,63.049414411553926,CM,57
16371,J. Rondeel,23,Netherlands,Right,182.88,76.20360878518747,GK,57
16372,A. Al Qahtani,19,Saudi Arabia,Left,177.8,63.9566002304252,RM,57
16373,M. Djitté,18,Senegal,Right,180.34,74.84283005688056,ST,57
16374,Lu Yao,25,China PR,Right,175.26,78.01798042293004,LWB,57
16375,J. Montgomery,24,England,Right,180.34,74.84283005688056,GK,57
16376,T. Bakinson,19,England,Right,190.5,82.1003166078508,RCM,57
16377,M. Lenes,22,Norway,Right,193.04,82.1003166078508,GK,57
16378,J. Jiménez,20,Colombia,Right,185.42000000000002,78.92516624180132,ST,57
16379,Yan Peng,23,China PR,Right,180.34,74.84283005688056,ST,57
16380,J. Oswell,25,England,Right,185.42000000000002,74.84283005688056,ST,57
16381,I. Domínguez,18,Mexico,Right,170.18,64.86378604929648,RB,57
16382,J. Debrah,18,England,Right,190.5,92.07936061543487,CB,57
16383,R. Bennett,27,England,Left,193.04,87.08983861164283,ST,57
16384,L. Coordes,19,Germany,Right,180.34,69.85330805308853,LM,57
16385,B. Avramovic,20,Serbia,Left,180.34,78.01798042293004,LB,57
16386,O. Younger,18,England,Right,182.88,69.85330805308853,CB,57
16387,I. Jönsson,19,Sweden,Right,193.04,79.83235206067259,RCB,57
16388,R. Musaba,17,Netherlands,Right,177.8,68.03893641534596,CAM,57
16389,J. Requena,19,Argentina,Right,175.26,72.12127260026672,CM,57
16390,C. Kenna,33,Republic of Ireland,Left,180.34,74.84283005688056,RCB,57
16391,Altamirano,21,Spain,Right,177.8,73.028458419138,LW,57
16392,N. Amamoo,20,Germany,Right,177.8,83.91468824559335,ST,57
16393,S. Graham,17,England,Right,187.96,79.83235206067259,CB,57
16394,Choi Young Eun,22,Korea Republic,Right,187.96,78.01798042293004,GK,57
16395,L. Bilboe,20,England,Right,190.5,78.92516624180132,GK,57
16396,C. Velásquez,20,Colombia,Left,175.26,71.21408678139544,LM,57
16397,A. Semenyo,18,England,Right,177.8,63.049414411553926,ST,57
16398,M. Dembélé,19,France,Right,185.42000000000002,68.03893641534596,CB,57
16399,L. White,19,England,Right,172.72,68.03893641534596,LM,57
16400,N. Leemhuis,20,Netherlands,Right,177.8,66.2245647776034,CM,57
16401,P. Boevink,20,Netherlands,Right,190.5,84.82187406446464,GK,57
16402,C. Whelan,20,Republic of Ireland,Right,180.34,64.86378604929648,RB,57
16403,T. Dele-Bashiru,18,England,Right,177.8,68.03893641534596,CM,57
16404,R. Rosenqvist,21,Sweden,Right,177.8,73.028458419138,CM,57
16405,D. Genreau,19,Australia,Right,175.26,73.028458419138,RM,57
16406,J. Tabinas,19,Philippines,Left,182.88,77.11079460405875,LB,57
16407,J. Hope,20,Australia,Right,182.88,67.13175059647469,CM,57
16408,R. Takahashi,24,Japan,Left,170.18,63.049414411553926,LB,57
16409,P. Harant,19,Germany,Right,193.04,84.82187406446464,ST,57
16410,M. Trejo,19,Mexico,Right,180.34,71.21408678139544,RB,57
16411,R. Henry,34,England,Right,180.34,73.93564423800927,RB,57
16412,J. Chávez,21,Mexico,Right,172.72,67.13175059647469,RM,57
16413,L. Brüggemeier,20,Germany,Right,193.04,79.83235206067259,GK,57
16414,M. Al Haeti,22,Saudi Arabia,Right,187.96,74.84283005688056,GK,57
16415,N. Djouahra,18,France,Right,172.72,66.2245647776034,CAM,57
16416,A. Hartigan,18,England,Right,177.8,68.03893641534596,CM,57
16417,V. Glaentzlin,20,France,Right,185.42000000000002,74.84283005688056,ST,57
16418,J. Kitolano,16,Norway,Right,170.18,69.85330805308853,LCM,57
16419,M. Lacroix,18,France,Right,190.5,87.99702443051412,CB,57
16420,Y. Khormi,20,Saudi Arabia,Right,167.64000000000001,53.07037040396985,CAM,57
16421,F. Moreno,20,Mexico,Right,172.72,73.028458419138,CM,57
16422,A. Campion,28,France,Right,187.96,91.17217479656358,ST,57
16423,Y. Andzouana,21,Congo,Right,177.8,68.94612223421724,LM,57
16424,J. Mahon,18,Republic of Ireland,Right,185.42000000000002,81.19313078897952,RCB,57
16425,O. Yaman,18,Turkey,Left,177.8,66.2245647776034,LM,57
16426,A. Simpson,19,England,Left,175.26,63.9566002304252,LB,57
16427,Li Yingjian,27,China PR,Right,182.88,63.049414411553926,RM,57
16428,U. Yazğılı,19,Turkey,Right,182.88,79.83235206067259,CB,57
16429,F. Kelleher,22,Republic of Ireland,Right,190.5,79.83235206067259,RCB,57
16430,O. Krusnell,19,Sweden,Left,182.88,69.85330805308853,LB,57
16431,Y. Otto,19,Germany,Right,180.34,71.21408678139544,ST,57
16432,B. Fleming,18,England,Left,175.26,69.85330805308853,LB,57
16433,L. Bürger,18,Germany,Right,180.34,71.21408678139544,CDM,57
16434,Sun Le,28,China PR,Right,187.96,83.00750242672207,GK,57
16435,A. Bass,20,England,Right,187.96,69.85330805308853,GK,57
16436,Y. Dieudonne,21,Ivory Coast,Left,177.8,74.84283005688056,ST,57
16437,J. Graham,20,England,Right,187.96,79.83235206067259,ST,57
16438,A. Wolniewicz,25,Poland,Right,182.88,78.01798042293004,RB,57
16439,D. Lavercombe,21,England,Right,190.5,71.21408678139544,GK,57
16440,S. Osorio,21,Colombia,Right,177.8,73.93564423800927,CAM,57
16441,B. Cam,18,Chile,Right,177.8,64.86378604929648,CF,57
16442,R. Donelon,22,Republic of Ireland,Left,170.18,71.21408678139544,LB,57
16443,C. Fogacci,21,France,Right,182.88,74.84283005688056,GK,57
16444,C. Fermina,18,Netherlands,Right,182.88,69.85330805308853,ST,57
16445,T. Vancooten,20,Guyana,Right,193.04,78.01798042293004,CB,57
16446,R. El Hankouri,17,Netherlands,Right,175.26,68.03893641534596,CAM,57
16447,R. Suzuki,24,Japan,Right,190.5,84.82187406446464,GK,57
16448,O. Özdemir,20,Turkey,Right,177.8,76.20360878518747,RB,57
16449,R. Cretaro,36,Republic of Ireland,Right,165.1,66.2245647776034,ST,57
16450,S. Paul,31,India,Right,185.42000000000002,78.01798042293004,,57
16451,M. Halstead,27,England,Right,190.5,88.90421024938539,GK,57
16452,R. Schofield,18,England,Right,190.5,69.85330805308853,GK,57
16453,S. Härtel,19,Germany,Left,175.26,73.028458419138,LM,57
16454,T. Trueba,22,Mexico,Left,182.88,78.01798042293004,GK,57
16455,A. Obaid,22,Saudi Arabia,Right,165.1,58.96707822663317,LM,57
16456,A. Coote,20,Scotland,Right,170.18,64.86378604929648,CAM,57
16457,R. Solan,20,Saudi Arabia,Right,170.18,62.14222859268264,ST,57
16458,Chen Anqi,25,China PR,Right,187.96,73.028458419138,GK,57
16459,D. Turnbull,18,Scotland,Right,185.42000000000002,74.84283005688056,CAM,57
16460,A. Edqvist,19,Sweden,Right,177.8,74.84283005688056,RM,57
16461,S. Al Selouli,20,Saudi Arabia,Right,167.64000000000001,57.15270658889061,LM,57
16462,E. Ngwatala,25,France,Right,177.8,73.93564423800927,LM,57
16463,A. Samuel,22,Wales,Right,177.8,69.85330805308853,ST,57
16464,H. Gilmour,19,England,Left,180.34,62.14222859268264,CM,57
16465,M. Ruiz Díaz,21,Argentina,Right,177.8,73.93564423800927,RB,57
16466,M. Młyński,17,Poland,Right,180.34,74.84283005688056,CAM,57
16467,Morro,17,Spain,Left,193.04,78.01798042293004,GK,57
16468,D. O'Connor,21,Republic of Ireland,Right,172.72,68.03893641534596,RM,57
16469,M. Johnstone,19,England,Right,182.88,74.84283005688056,GK,57
16470,N. Cadden,21,Scotland,Left,172.72,64.86378604929648,RM,57
16471,Y. Toure,17,Switzerland,Right,185.42000000000002,74.84283005688056,ST,57
16472,N. Bishop,18,England,Right,185.42000000000002,72.12127260026672,GK,57
16473,L. Martínez,19,Mexico,Right,175.26,77.11079460405875,RB,57
16474,L. John,24,England,Right,190.5,84.82187406446464,CB,57
16475,Sun Jungang,22,China PR,Right,175.26,69.85330805308853,RM,57
16476,M. Al Mutlaq,20,Saudi Arabia,Right,165.1,66.2245647776034,RB,57
16477,A. Suljic,20,Sweden,Right,187.96,78.92516624180132,CB,57
16478,I. Tapia,19,Chile,Right,185.42000000000002,72.12127260026672,CB,57
16479,J. Eastwood,21,England,Right,190.5,69.85330805308853,GK,57
16480,J. Brimmer,20,Australia,Right,180.34,69.85330805308853,CM,57
16481,S. Grønning,21,Denmark,Right,187.96,84.82187406446464,ST,57
16482,D. Williams,24,Germany,Right,182.88,74.84283005688056,ST,57
16483,A. Díaz,18,Mexico,Right,167.64000000000001,59.87426404550445,RW,57
16484,B. Chibani,19,Belgium,Left,182.88,71.21408678139544,CM,57
16485,L. Ranieri,19,Italy,Left,175.26,69.85330805308853,LB,57
16486,A. Laurienté,19,France,Right,170.18,58.96707822663317,CAM,57
16487,J. Meneses,34,Colombia,Right,182.88,78.01798042293004,GK,57
16488,T. Ogiwara,18,Japan,Left,175.26,68.94612223421724,LB,57
16489,K. Ellison,39,England,Left,180.34,76.20360878518747,LM,57
16490,E. Bohinen,19,Norway,Left,175.26,74.84283005688056,CM,57
16491,A. Fletcher,19,England,Right,177.8,68.03893641534596,ST,57
16492,M. Najjar,23,Saudi Arabia,Left,175.26,68.03893641534596,CM,57
16493,E. Zehir,20,Germany,Right,182.88,78.92516624180132,CDM,57
16494,Zeng Shuai,24,China PR,Right,182.88,74.84283005688056,CB,57
16495,R. Laryea,23,Canada,Right,175.26,69.85330805308853,RM,57
16496,M. Sipľak,22,Slovakia,Left,182.88,79.83235206067259,LB,57
16497,M. Miller,22,England,Right,177.8,69.85330805308853,RM,57
16498,O. Johansson,23,Sweden,Right,177.8,74.84283005688056,LM,57
16499,A. Mondal,28,India,Right,177.8,69.85330805308853,CB,57
16500,Z. Westbrooke,21,England,Right,177.8,64.86378604929648,CM,57
16501,K. Pagliuca,21,Switzerland,Right,187.96,78.01798042293004,ST,57
16502,B. Hall,21,Northern Ireland,Right,185.42000000000002,78.01798042293004,CB,57
16503,M. Köbbing,21,Germany,Right,195.58,89.81139606825667,GK,57
16504,E. Chapman,17,England,Left,190.5,76.20360878518747,CM,57
16505,L. Orellano,18,Argentina,Left,177.8,66.2245647776034,LW,57
16506,R. Harker,18,England,Right,180.34,79.83235206067259,ST,57
16507,L. Rogerson,20,New Zealand,Right,182.88,69.85330805308853,ST,57
16508,L. Thomas,20,Wales,Right,182.88,69.85330805308853,GK,57
16509,P. Sander,20,Germany,Right,177.8,69.85330805308853,LM,57
16510,J. Jensen,32,Denmark,Right,187.96,86.18265279277155,GK,57
16511,Jiang Wenjun,28,China PR,Left,180.34,73.93564423800927,LB,57
16512,A. Alibekov,20,Ukraine,Right,182.88,72.12127260026672,CDM,57
16513,N. Giraldo,25,Colombia,Right,175.26,63.9566002304252,LB,57
16514,J. Mashart,18,Netherlands,Left,175.26,68.94612223421724,LB,57
16515,D. Casey,20,Republic of Ireland,Right,180.34,74.84283005688056,CB,57
16516,C. Norman,22,England,Right,187.96,73.93564423800927,RB,57
16517,N. Lemaître,21,France,Right,185.42000000000002,83.00750242672207,GK,57
16518,F. Ross,20,Scotland,Right,172.72,60.78144986437572,CM,57
16519,O. Kakay,20,Sierra Leone,Right,180.34,72.12127260026672,RB,57
16520,D. Leahy,20,Republic of Ireland,Left,185.42000000000002,72.12127260026672,LB,57
16521,R. Sottil,19,Italy,Right,180.34,69.85330805308853,LW,57
16522,Li Haitao,22,China PR,Right,187.96,83.91468824559335,GK,57
16523,R. Allassani,22,England,Right,170.18,69.85330805308853,LM,57
16524,D. Conroy,22,England,Right,180.34,78.01798042293004,CB,57
16525,F. Zorba,20,Turkey,Left,185.42000000000002,77.11079460405875,LB,57
16526,T. Blackmon,21,United States,Right,185.42000000000002,81.19313078897952,RB,57
16527,T. Arndal,20,Denmark,Right,180.34,72.12127260026672,LM,57
16528,M. Al Sufyani,19,Saudi Arabia,Left,172.72,63.9566002304252,LM,57
16529,B. Liddle,19,England,Right,170.18,74.84283005688056,CM,57
16530,C. Oliver,20,England,Right,185.42000000000002,82.1003166078508,CB,57
16531,N. Kariri,20,Saudi Arabia,Right,165.1,58.059892407761886,RB,57
16532,Xiang Hantian,22,China PR,Left,175.26,63.049414411553926,RM,57
16533,Lee Gyu Seong,24,Korea Republic,Right,172.72,66.2245647776034,CAM,57
16534,R. de Vos,22,Netherlands,Right,182.88,73.028458419138,CM,57
16535,M. Wasielewski,24,Poland,Right,172.72,73.028458419138,RB,57
16536,N. Simon,18,France,Left,170.18,62.14222859268264,CM,57
16537,N. Kirk,20,Denmark,Right,180.34,69.85330805308853,RB,57
16538,S. Al Najrani,21,Saudi Arabia,Right,175.26,64.86378604929648,RM,57
16539,L. Lalruatthara,23,India,Left,180.34,64.86378604929648,,57
16540,A. Attiah,21,Saudi Arabia,Right,190.5,77.11079460405875,GK,57
16541,K. Ademi,22,Switzerland,Right,195.58,84.82187406446464,ST,57
16542,C. Gallego,29,Colombia,Left,175.26,71.21408678139544,LB,57
16543,Zhou Dadi,22,China PR,Right,175.26,63.9566002304252,LM,57
16544,D. Adshead,16,England,Right,185.42000000000002,64.86378604929648,CM,57
16545,J. Adelson,22,Australia,Right,185.42000000000002,78.01798042293004,RB,57
16546,C. Brown,26,United States,Right,195.58,91.17217479656358,GK,57
16547,S. Bouzar,18,France,Right,182.88,69.85330805308853,CB,57
16548,J. Curran,21,Australia,Right,172.72,68.03893641534596,RM,57
16549,M. Lansing,24,United States,Right,193.04,87.99702443051412,GK,57
16550,D. Cayupil,20,Chile,Left,177.8,64.86378604929648,LB,57
16551,O. Mireles,19,Mexico,Right,177.8,68.03893641534596,CB,57
16552,O. Valakari,18,Finland,Left,187.96,82.1003166078508,CAM,57
16553,B. Stillhart,24,Switzerland,Right,177.8,68.94612223421724,LCM,57
16554,R. Holden,20,Northern Ireland,Left,170.18,68.03893641534596,CAM,57
16555,D. Salanovic,22,Liechtenstein,Right,177.8,73.93564423800927,RM,57
16556,Pol Lozano,18,Spain,Right,175.26,68.03893641534596,CM,57
16557,S. Todd,20,Republic of Ireland,Left,185.42000000000002,76.20360878518747,CB,57
